GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059110104,2670,15,188,1140,1327,0,0,0,0,0,335,22,116,289,311,19,19,19,19,19
06059110106,1897,0,168,713,1016,3,0,0,0,3,311,13,116,233,289,7,13,13,13,7
06059110108,1448,20,188,717,523,22,0,0,14,8,176,26,98,203,200,24,13,13,21,13
06059110109,3176,117,425,1196,1438,50,0,8,31,11,590,93,181,259,584,35,19,13,27,16
06059110110,2503,9,318,1030,1146,18,9,9,0,0,350,14,119,284,275,19,14,14,19,19
06059110111,2790,0,184,1039,1567,0,0,0,0,0,432,19,81,327,424,19,19,19,19,19
06059110113,982,30,31,206,715,24,19,0,5,0,165,33,22,73,168,30,29,13,9,13
06059110114,2367,47,113,899,1308,5,0,0,5,0,262,52,78,202,244,7,19,19,7,19
06059110115,1591,0,114,630,847,0,0,0,0,0,272,13,69,166,299,13,13,13,13,13
06059110116,2237,5,186,907,1139,32,0,0,0,32,302,8,158,278,343,42,13,13,13,42
06059110117,2874,81,512,942,1339,18,0,0,0,18,331,103,137,299,345,28,19,19,19,28
06059110118,1246,6,36,421,783,16,0,0,0,16,203,9,27,146,193,20,13,13,13,20
06059110201,3660,23,335,1382,1920,42,7,0,0,35,504,31,157,350,535,57,15,19,19,56
06059110202,3539,160,391,1375,1613,95,52,0,0,43,446,109,157,368,374,91,64,19,19,61
06059110203,3260,22,235,918,2085,27,11,16,0,0,607,36,94,235,658,25,18,18,19,19
06059110301,3962,22,322,1132,2486,118,15,31,72,0,924,26,179,302,939,86,23,50,71,19
06059110302,3268,83,218,1354,1613,57,0,0,0,57,437,91,141,335,470,60,19,19,19,60
06059110303,2421,24,197,762,1438,0,0,0,0,0,417,37,136,219,377,19,19,19,19,19
06059110304,2245,61,143,502,1539,60,0,8,11,41,597,101,60,150,623,48,13,12,16,44
06059110401,2570,0,150,849,1571,17,0,0,0,17,316,13,110,201,353,26,13,13,13,26
06059110402,2754,58,146,904,1646,43,19,3,5,16,531,41,80,217,529,36,22,15,9,23
06059110500,4044,116,687,1471,1770,60,42,18,0,0,574,142,300,398,484,65,58,31,19,19
06059110603,3969,43,756,1307,1863,123,0,64,59,0,571,66,384,384,674,106,19,49,91,19
06059110604,4419,331,204,1375,2509,50,0,50,0,0,692,420,93,489,657,59,19,59,19,19
06059110605,3055,15,204,1669,1167,80,0,0,57,23,462,25,104,434,356,87,19,19,81,38
06059110606,2055,76,364,938,677,27,0,27,0,0,232,64,136,252,255,44,13,44,13,13
06059110607,1858,0,373,485,1000,118,0,67,32,19,278,13,193,182,261,96,13,84,28,21
06059980000,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13
06059990100,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13
