GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590639101055,+33.6937976,-117.9124711,1954,23
060590639101056,+33.6943459,-117.9123425,3566,0
060590639101057,+33.6937953,-117.9128150,1799,26
060590639101058,+33.6938297,-117.9145648,64067,0
060590639101059,+33.6906520,-117.9042355,28608,109
060590639101060,+33.6963431,-117.9236859,40430,0
060590639101061,+33.6974384,-117.9241567,26396,0
060590639102000,+33.6908274,-117.8888871,449924,0
060590639102001,+33.6924399,-117.8922631,5944,0
060590639102002,+33.6951709,-117.8948304,9540,0
060590639102003,+33.6948227,-117.8922417,1607,0
060590639102004,+33.6955150,-117.8940702,41715,193
060590639102005,+33.6963386,-117.8995971,3157,27
060590639102006,+33.6949694,-117.8995996,70264,238
060590639102007,+33.6953328,-117.8974228,44406,158
060590639102008,+33.6925615,-117.8945037,171120,291
060590639102009,+33.6918795,-117.8970875,55114,200
060590639102010,+33.6942543,-117.8966821,21771,71
060590639102011,+33.6933082,-117.8978097,12165,59
060590639102012,+33.6909151,-117.8992825,140159,658
060590639102013,+33.6930765,-117.8999378,9961,30
060590639102014,+33.6874171,-117.8887662,13247,0
060590639102015,+33.6950505,-117.8930522,4639,32
060590639102016,+33.6960624,-117.8930074,9045,56
060590639102017,+33.6958701,-117.8922500,1759,0
060590740031000,+33.7021270,-117.8603965,232410,0
060590740031001,+33.7038992,-117.8602799,8621,0
060590740031002,+33.7011364,-117.8624183,6490,0
060590740031003,+33.7030989,-117.8621744,3668,0
060590740031004,+33.7040827,-117.8618858,49530,0
060590740031005,+33.7041181,-117.8634534,10517,0
060590740031006,+33.7041531,-117.8659116,84722,36
060590740031007,+33.7031483,-117.8659546,5360,0
060590740031008,+33.7013707,-117.8670199,39780,424
060590740031009,+33.7025871,-117.8652362,30230,0
060590740031010,+33.7019130,-117.8637973,47197,14
060590740031011,+33.7006147,-117.8656341,1860,0
060590740031012,+33.7000052,-117.8669496,4609,13
060590740031013,+33.7005437,-117.8662149,9944,127
060590740031014,+33.6999826,-117.8654654,7206,0
060590740031015,+33.6988503,-117.8656772,2941,0
060590740031016,+33.6961069,-117.8661667,171903,3
060590740031017,+33.6976850,-117.8657050,45747,477
060590740031018,+33.6977071,-117.8666624,2957,0
060590740031019,+33.6958045,-117.8642035,37217,0
060590740031020,+33.7012756,-117.8589325,22821,0
060590740031021,+33.6929459,-117.8666800,5127,0
060590740031022,+33.6990797,-117.8669774,40658,281
060590740031023,+33.6980718,-117.8663817,8363,0
060590740031024,+33.7021313,-117.8677916,15045,87
060590740032000,+33.7123102,-117.8480403,22185,0
060590740032001,+33.7158650,-117.8498904,4600,0
060590740032002,+33.7159067,-117.8535521,3354,0
060590740032003,+33.7121695,-117.8487665,153001,0
060590740032004,+33.7142319,-117.8487106,37464,0
060590740032005,+33.7127344,-117.8536989,261567,30
060590740032006,+33.7141844,-117.8559588,90896,144
060590740032007,+33.7154010,-117.8582329,23737,120
060590740032008,+33.7159878,-117.8616022,1353,0
060590740032009,+33.7089941,-117.8552037,11568,0
060590740032010,+33.7104117,-117.8523998,91854,0
060590740032011,+33.7085783,-117.8533885,2547,0
060590740032012,+33.7086037,-117.8551981,2189,0
060590740032013,+33.7086394,-117.8577524,4169,0
060590740032014,+33.7102827,-117.8581108,89610,122
060590740032015,+33.7118730,-117.8626320,61147,32
060590740032016,+33.7116573,-117.8666986,18117,0
060590740032017,+33.7128253,-117.8671574,34108,24
060590740032018,+33.7143871,-117.8688681,60760,21
060590740032019,+33.7157111,-117.8704778,10394,0
060590740032020,+33.7160484,-117.8729679,3296,0
060590740032021,+33.7160428,-117.8757799,3008,0
060590740032022,+33.7128125,-117.8757641,139832,0
060590740032023,+33.7147824,-117.8729403,86987,0
060590740032024,+33.7140509,-117.8704908,39158,4
060590740032025,+33.7115144,-117.8721120,215948,5
060590740032026,+33.7144274,-117.8673265,13389,24
060590740032027,+33.7154681,-117.8665381,31953,154
060590740032028,+33.7088513,-117.8715685,7861,0
060590740032029,+33.7099350,-117.8704307,50239,0
060590740032030,+33.7098499,-117.8670208,47747,6
060590740032031,+33.7108528,-117.8663409,7989,0
060590740032032,+33.7100800,-117.8626116,172519,0
060590740032033,+33.7086933,-117.8627314,7861,0
060590740032034,+33.7087012,-117.8669094,2645,0
060590740032035,+33.7068669,-117.8655674,179489,12
060590740032036,+33.7068329,-117.8625730,40917,0
060590740032037,+33.7068005,-117.8609366,80651,17
060590740032038,+33.7069255,-117.8566993,228654,0
060590740032039,+33.7065139,-117.8537800,10860,0
060590740032040,+33.7144198,-117.8659039,15630,101
060590740032041,+33.7149713,-117.8646720,19908,113
060590740032042,+33.7095602,-117.8759250,1920,0
060590740032043,+33.7094744,-117.8690335,30109,8
060590740032044,+33.7133849,-117.8633798,39845,276
060590740032045,+33.7149290,-117.8617352,106262,50
060590740032046,+33.7143427,-117.8582389,21039,165
060590740032047,+33.7133721,-117.8582761,20475,159
060590740032048,+33.7133971,-117.8603840,20631,191
060590740032049,+33.7126176,-117.8626016,35574,226
060590740032050,+33.7126348,-117.8583096,11947,134
060590740032051,+33.7121198,-117.8583440,11349,85
060590740032052,+33.7134179,-117.8659655,15497,75
060590740041000,+33.7061273,-117.8720355,78660,782
060590740041001,+33.7079770,-117.8714398,42558,438
060590740041002,+33.7068539,-117.8709670,11774,134
060590740041003,+33.7067514,-117.8735091,19362,173
060590740041004,+33.7071401,-117.8750722,50908,232
060590740041005,+33.7064071,-117.8742578,5798,58
060590740041006,+33.7075056,-117.8753194,20843,259
060590740041007,+33.7087782,-117.8754529,22800,0
060590740041008,+33.7084917,-117.8765174,13532,27
060590740041009,+33.7055962,-117.8734376,7033,68
060590740041010,+33.7058750,-117.8749874,11835,121
060590740042000,+33.7049414,-117.8687933,59887,679
060590740042001,+33.7069786,-117.8685329,19956,288
060590740042002,+33.7040138,-117.8697738,12650,42
060590740043000,+33.7045099,-117.8706402,19381,70
060590740043001,+33.7036565,-117.8712232,36762,186
060590740043002,+33.7035242,-117.8747826,163022,261
060590740043003,+33.7008797,-117.8738794,20935,110
060590740043004,+33.7017111,-117.8757186,21006,79
060590740043005,+33.7023206,-117.8738300,23333,108
060590740043006,+33.7007548,-117.8721048,33471,165
060590740043007,+33.7013242,-117.8697919,84393,740
060590740043008,+33.7000125,-117.8698577,5205,0
060590740043009,+33.7000032,-117.8731216,3484,0
060590740043010,+33.6999926,-117.8757466,3449,0
060590740043011,+33.7015886,-117.8737202,22783,101
060590740044000,+33.6990642,-117.8698831,63627,263
060590740044001,+33.6983572,-117.8736523,130973,570
060590740044002,+33.6965440,-117.8757338,117931,258
060590740044003,+33.6959350,-117.8739099,13417,130
060590740044004,+33.6950833,-117.8739157,13021,136
060590740044005,+33.6941531,-117.8751438,5746,0
060590740044006,+33.6941450,-117.8726187,1434,0
060590740044007,+33.6947373,-117.8711523,52362,315
060590740044008,+33.6969783,-117.8702370,30946,157
060590740044009,+33.6962435,-117.8693548,36240,199
060590740044010,+33.6952048,-117.8687323,33130,140
060590740044011,+33.6941411,-117.8693471,3444,0
060590740044012,+33.6961915,-117.8715690,29202,106
060590740051000,+33.7160556,-117.8774408,2271,0
060590740051001,+33.7142462,-117.8777615,30441,200
060590740051002,+33.7142711,-117.8785939,30132,182
060590740051003,+33.7160875,-117.8793090,1565,0
060590740051004,+33.7160961,-117.8802772,1207,0
060590740051005,+33.7160999,-117.8811493,1265,0
060590740051006,+33.7161327,-117.8833537,4497,32
060590740051007,+33.7143669,-117.8853191,3767,0
060590740051008,+33.7143525,-117.8834794,127145,488
060590740051009,+33.7133352,-117.8826726,4913,50
060590740051010,+33.7142956,-117.8811822,31421,208
060590740051011,+33.7142797,-117.8803096,31220,227
060590740051012,+33.7143196,-117.8794344,31324,211
060590740051013,+33.7142278,-117.8770903,17337,143
060590740052000,+33.7110378,-117.8771000,15746,77
060590740052001,+33.7110643,-117.8777946,25701,151
060590740052002,+33.7110706,-117.8786483,25189,137
060590740052003,+33.7107011,-117.8798729,33476,139
060590740052004,+33.7111429,-117.8803576,24491,162
060590740052005,+33.7111253,-117.8812011,24359,133
060590740052006,+33.7111401,-117.8820538,24924,300
060590740052007,+33.7111530,-117.8829204,25092,523
060590740052008,+33.7111919,-117.8843356,55063,102
060590740052009,+33.7111696,-117.8853609,2590,0
060590740052010,+33.7090775,-117.8829562,12224,165
060590740052011,+33.7092330,-117.8821034,8706,123
060590740052012,+33.7087150,-117.8819661,1058,0
060590740052013,+33.7093389,-117.8803684,3448,0
060590740052014,+33.7083805,-117.8827862,1119,0
060590740053000,+33.7074179,-117.8804734,217353,250
060590740053001,+33.7063038,-117.8829143,35755,192
060590740053002,+33.7077884,-117.8842545,3008,0
060590740053003,+33.7087913,-117.8844299,41488,368
060590740053004,+33.7086434,-117.8854126,2364,39
060590740053005,+33.7056779,-117.8854457,3155,291
060590740053006,+33.7064512,-117.8848189,24237,114
060590740053007,+33.7046681,-117.8848669,16624,276
060590740054000,+33.7056753,-117.8790348,123101,522
060590740054001,+33.7030899,-117.8821783,52788,194
060590740054002,+33.7029332,-117.8796848,30470,132
060590740054003,+33.7038174,-117.8804210,41872,194
060590740054004,+33.7045426,-117.8775404,25589,157
060590740054005,+33.7012371,-117.8789817,35686,167
060590740054006,+33.7014677,-117.8773184,21819,84
060590740054007,+33.6999900,-117.8776300,1987,0
060590740054008,+33.6999900,-117.8791350,2347,0
060590740061000,+33.7014673,-117.8831646,141134,983
060590740061001,+33.7017697,-117.8855271,7732,0
060590740061002,+33.6999886,-117.8826892,7643,0
060590740062000,+33.6985509,-117.8773490,21759,102
060590740062001,+33.6984739,-117.8810835,153761,700
060590740062002,+33.6990739,-117.8833977,31516,643
060590740062003,+33.6996171,-117.8855215,1329,0
060590740062004,+33.6985442,-117.8779325,16288,105
060590740062005,+33.6971500,-117.8779450,7601,36
060590740063000,+33.6957290,-117.8803869,178449,2809
060590740063001,+33.6944050,-117.8818361,9194,0
060590740063002,+33.6962274,-117.8845699,72256,1
060590740063003,+33.6966860,-117.8854996,11096,0
060590740063004,+33.6941950,-117.8843223,2980,0
060590740063005,+33.6941715,-117.8818690,4364,0
060590740063006,+33.6941624,-117.8787032,5509,0
060590741021000,+33.7271480,-117.8866873,2748,0
060590741021001,+33.7271483,-117.8901668,3279,14
060590741021002,+33.7271626,-117.8930260,1860,19
060590741021003,+33.7257168,-117.8913770,155762,933
060590741021004,+33.7246752,-117.8899564,20135,121
060590741021005,+33.7252402,-117.8867210,120814,214
060590741021006,+33.7235663,-117.8888269,22962,160
060590741021007,+33.7240274,-117.8919643,25979,151
060590741022000,+33.7208539,-117.8910061,101105,502
060590741022001,+33.7220529,-117.8925178,19681,154
060590741022002,+33.7226257,-117.8930650,26864,123
060590741022003,+33.7177457,-117.8915364,19720,113
060590741022004,+33.7176101,-117.8923946,21615,117
060590741022005,+33.7210078,-117.8923248,42179,246
060590741022006,+33.7167273,-117.8934748,38160,258
060590741022007,+33.7196871,-117.8928147,45291,304
060590741022008,+33.7192000,-117.8942618,16698,104
060590741022009,+33.7178117,-117.8945989,40019,271
060590741022010,+33.7159909,-117.8958129,26627,130
060590741022011,+33.7155164,-117.8949873,3877,0
060590741022012,+33.7158951,-117.8920954,5326,0
060590741023000,+33.7227729,-117.8862532,17102,90
060590741023001,+33.7223783,-117.8877226,14272,86
060590741023002,+33.7225603,-117.8889734,23305,146
060590741023003,+33.7203044,-117.8888316,26703,185
060590741023004,+33.7213410,-117.8895136,21812,132
060590741023005,+33.7196464,-117.8902529,36208,244
060590741023006,+33.7186501,-117.8889296,33523,224
060590741023007,+33.7178397,-117.8865935,82875,509
060590741023008,+33.7204805,-117.8862889,46349,295
060590741023009,+33.7219693,-117.8862597,16936,107
060590741023010,+33.7162067,-117.8866394,3610,0
060590741023011,+33.7162298,-117.8889816,3318,0
060590741023012,+33.7165009,-117.8889571,8416,67
060590741023013,+33.7172878,-117.8889510,25758,136
060590741023014,+33.7205300,-117.8877452,18663,123
060590741031000,+33.7272778,-117.8796985,6916,5
060590741031001,+33.7272071,-117.8841498,2518,0
060590741031002,+33.7255474,-117.8798173,31520,187
060590741031003,+33.7251439,-117.8840442,87268,29
060590741031004,+33.7251443,-117.8851533,3536,0
060590741031005,+33.7242833,-117.8821370,13851,69
060590741031006,+33.7255566,-117.8807724,34234,204
060590741031007,+33.7259545,-117.8821280,45339,158
060590741031008,+33.7259339,-117.8775348,51760,221
060590741031009,+33.7259542,-117.8789433,22085,152
060590741031010,+33.7242564,-117.8779282,23947,102
060590741031011,+33.7235061,-117.8819196,17128,77
060590741031012,+33.7234753,-117.8797300,18228,82
060590741031013,+33.7234156,-117.8780908,8614,38
060590741031014,+33.7232028,-117.8770551,13930,111
060590741032000,+33.7188791,-117.8786858,78961,54
060590741032001,+33.7180216,-117.8812900,33480,215
060590741032002,+33.7180322,-117.8821902,33653,188
060590741032003,+33.7176532,-117.8830323,26133,165
060590741032004,+33.7176117,-117.8839192,26052,163
060590741032005,+33.7176084,-117.8847929,24088,60
060590741032006,+33.7175490,-117.8852616,2686,22
060590741032007,+33.7170553,-117.8771375,19703,140
060590741032008,+33.7170625,-117.8782139,20813,152
060590741032009,+33.7170770,-117.8793070,20130,113
060590741032010,+33.7170585,-117.8803582,19168,117
060590741033000,+33.7221258,-117.8771050,10591,34
060590741033001,+33.7223152,-117.8781366,13841,103
060590741033002,+33.7223193,-117.8791199,15152,73
060590741033003,+33.7227031,-117.8812289,26925,115
060590741033004,+33.7223394,-117.8840399,39143,220
060590741033005,+33.7206621,-117.8791089,18021,110
060590741033006,+33.7207088,-117.8781276,19288,97
060590741033007,+33.7207142,-117.8770733,21209,85
060590741033008,+33.7218973,-117.8812135,26886,150
060590741033009,+33.7210816,-117.8812475,27832,232
060590741033010,+33.7202800,-117.8840754,61786,375
060590741033011,+33.7202294,-117.8812559,29257,152
060590741061000,+33.7117475,-117.9061821,179244,1881
060590741061001,+33.7120512,-117.9047592,26106,127
060590741061002,+33.7141087,-117.9052591,25071,157
060590741061003,+33.7119799,-117.9078011,12857,28
060590741061004,+33.7119681,-117.9090147,145041,22
060590741061005,+33.7118309,-117.9114045,164154,0
060590741061006,+33.7114364,-117.9164645,327204,18
060590741061007,+33.7131535,-117.9197160,2657,0
060590741061008,+33.7127568,-117.9210823,94738,0
060590741061009,+33.7106058,-117.9224210,22835,0
060590741061010,+33.7115751,-117.9235264,50050,0
060590741061011,+33.7103022,-117.9207844,69687,0
060590741061012,+33.7105965,-117.9196845,7821,0
060590741061013,+33.7087147,-117.9082839,3002,42
060590741061014,+33.7088087,-117.9060358,5860,0
060590741061015,+33.7104820,-117.9132792,40785,0
060590741062000,+33.7061448,-117.9058715,190458,1820
060590741062001,+33.7061844,-117.9077633,9547,9
060590741062002,+33.7060056,-117.9090142,117856,0
060590741062003,+33.7086496,-117.9108385,9258,42
060590741062004,+33.7086250,-117.9139791,6455,0
060590741062005,+33.7085918,-117.9175191,10142,0
060590741062006,+33.7085566,-117.9207574,3504,0
060590741062007,+33.7085871,-117.9234479,6018,0
060590741062008,+33.7088041,-117.9253891,1819,0
060590741062009,+33.7052212,-117.9278107,71400,0
060590741062010,+33.7047027,-117.9248280,340140,0
060590741062011,+33.7065700,-117.9224325,26577,0
060590741062012,+33.7070516,-117.9207472,59656,0
060590741062013,+33.7077785,-117.9196549,2469,0
060590741062014,+33.7077763,-117.9174303,62211,0
060590741062015,+33.7080510,-117.9144621,12327,0
060590741062016,+33.7060711,-117.9129122,81972,0
060590741062017,+33.7062257,-117.9111040,99127,13
060590741062018,+33.7043732,-117.9165225,216791,22
060590741062019,+33.7063516,-117.9173911,63857,0
060590741062020,+33.7063375,-117.9196371,2257,0
060590741062021,+33.7047422,-117.9196001,3038,0
060590741062022,+33.7038532,-117.9207014,74881,0
060590741062023,+33.7029885,-117.9195665,3664,0
060590741062024,+33.7017632,-117.9058577,126167,618
060590741062025,+33.7025830,-117.9058569,4642,19
060590741062026,+33.7016993,-117.9077342,7053,0
060590741062027,+33.7017538,-117.9089468,83505,10
060590741062028,+33.7022190,-117.9108030,42526,0
060590741062029,+33.7028172,-117.9137637,53324,0
060590741062030,+33.7016531,-117.9117462,28854,0
060590741062031,+33.7020337,-117.9179158,4654,19
060590741062032,+33.6999431,-117.9058180,4878,2
060590741062033,+33.7019198,-117.9301091,1195,0
060590741063000,+33.6994340,-117.9071829,32289,265
060590741063001,+33.6966623,-117.9068578,18058,223
060590741063002,+33.6991191,-117.9055322,12683,213
060590741063003,+33.6980566,-117.9077162,7449,0
060590741063004,+33.6978359,-117.9089417,94026,0
060590741063005,+33.7000178,-117.9103305,2848,0
060590741063006,+33.7010781,-117.9121006,1738,0
060590741063007,+33.7019895,-117.9155603,2813,0
060590741063008,+33.6977282,-117.9117500,142941,0
060590741063009,+33.7002459,-117.9126167,41754,0
060590741063010,+33.7006454,-117.9144918,54832,0
060590741063011,+33.7005977,-117.9174542,111241,0
060590741063012,+33.6974692,-117.9174358,143498,0
060590741063013,+33.6974933,-117.9145447,65148,0
060590741063014,+33.6956634,-117.9164814,7224,0
060590741063015,+33.6957145,-117.9106264,6923,0
060590741063016,+33.6982722,-117.9055034,13499,170
060590741063017,+33.6987020,-117.9055393,12615,142
060590741063018,+33.6978252,-117.9055022,13695,180
060590741063019,+33.6973828,-117.9047744,6750,123
060590741063020,+33.6973867,-117.9062626,6304,99
060590741063021,+33.6969604,-117.9062547,6415,53
060590741063022,+33.6967453,-117.9045175,8199,13
060590741071000,+33.7036799,-117.9006993,13394,0
060590741071001,+33.7018707,-117.9009645,225031,0
060590741071002,+33.6999735,-117.9012355,8126,0
060590741071003,+33.6982389,-117.9014165,184649,1521
060590741071004,+33.6973655,-117.8992675,23033,185
060590741072000,+33.7037854,-117.8877010,9121,0
060590741072001,+33.7037546,-117.8910422,4651,0
060590741072002,+33.7017124,-117.8899193,159745,1302
060590741072003,+33.7022132,-117.8868284,81091,59
060590741072004,+33.7000103,-117.8872166,4577,0
060590741072005,+33.7000280,-117.8904307,4487,0
060590741072006,+33.6972620,-117.8906115,174142,987
060590741072007,+33.6969412,-117.8873531,200538,0
060590741072008,+33.6942073,-117.8877703,6318,0
060590741072009,+33.6942085,-117.8910328,4127,0
060590741073000,+33.7037265,-117.8947833,10463,0
060590741073001,+33.7014061,-117.8975941,119325,310
060590741073002,+33.7022850,-117.8940495,25531,98
060590741073003,+33.7008228,-117.8969818,10095,66
060590741073004,+33.7011900,-117.8942655,34547,166
060590741073005,+33.7029425,-117.8922425,2231,0
060590741073006,+33.7011294,-117.8922311,3644,0
060590741073007,+33.7000184,-117.8954016,7323,0
060590741073008,+33.7028151,-117.8946727,13544,74
060590741073009,+33.6984668,-117.8930884,49192,321
060590741073010,+33.6981638,-117.8922482,5690,31
060590741073011,+33.6995140,-117.8978923,60197,279
060590741073012,+33.6981682,-117.8970960,24403,140
060590741073013,+33.6973605,-117.8949836,82588,317
060590741081000,+33.7221503,-117.9023885,23767,144
060590741081001,+33.7221830,-117.9034121,25526,153
060590741081002,+33.7211311,-117.9051096,74498,337
060590741081003,+33.7228303,-117.9055598,38673,285
060590741081004,+33.7218304,-117.9060688,32723,183
060590741081005,+33.7223639,-117.9079482,3143,0
060590741081006,+33.7207145,-117.9084709,1326,0
060590741081007,+33.7193428,-117.9084668,3018,0
060590741081008,+33.7191873,-117.9052990,104327,621
060590741081009,+33.7183700,-117.9060179,31857,246
060590741081010,+33.7163750,-117.9052917,49338,329
060590741081011,+33.7169130,-117.9065686,18202,176
060590741081012,+33.7176452,-117.9064885,18962,192
060590741081013,+33.7176236,-117.9078960,1311,0
060590741081014,+33.7182605,-117.9081640,1101,0
060590741081015,+33.7159100,-117.9078275,2267,0
060590741081016,+33.7169039,-117.9078268,1320,0
060590741081017,+33.7157093,-117.9070408,10786,157
060590741081018,+33.7152712,-117.9060742,6263,0
060590741082000,+33.7272544,-117.9028920,1688,57
060590741082001,+33.7256169,-117.9068033,8077,0
060590741082002,+33.7274446,-117.9092341,4254,0
060590741082003,+33.7274479,-117.9131877,2800,0
060590741082004,+33.7220739,-117.9174186,100856,0
060590741082005,+33.7262140,-117.9080217,58765,0
060590741082006,+33.7267895,-117.9124626,170945,4
060590741082007,+33.7211578,-117.9108898,447946,0
060590741082008,+33.7150055,-117.9171382,43746,0
060590741082009,+33.7171542,-117.9145158,206023,0
060590741082010,+33.7179207,-117.9104732,81970,31
060590741082011,+33.7170584,-117.9090154,77987,0
060590741082012,+33.7179848,-117.9120714,86738,0
060590741082013,+33.7211076,-117.9140834,67472,0
060590741082014,+33.7138817,-117.9189003,2410,0
060590741082015,+33.7148218,-117.9199353,4582,0
060590741082016,+33.7162726,-117.9204469,1865,0
060590741082017,+33.7152574,-117.9211067,17179,0
060590741082018,+33.7145894,-117.9204687,14435,0
060590741082019,+33.7139504,-117.9205457,2226,0
060590741082020,+33.7139446,-117.9174016,8863,12
060590741082021,+33.7151578,-117.9089723,5518,1
060590741082022,+33.7260378,-117.9046429,93371,473
060590741082023,+33.7241465,-117.9058331,14629,97
060590741082024,+33.7260756,-117.9025150,32030,288
060590741082025,+33.7252959,-117.9028975,33613,312
060590741082026,+33.7237372,-117.9033811,34083,242
060590741082027,+33.7245207,-117.9031608,33435,300
060590741091000,+33.7271942,-117.8963190,2509,0
060590741091001,+33.7263191,-117.8986510,18397,135
060590741091002,+33.7268328,-117.8997025,9019,18
060590741091003,+33.7259135,-117.8998596,15413,124
060590741091004,+33.7240813,-117.8973502,319034,102
060590741091005,+33.7248678,-117.8986574,10715,111
060590741091006,+33.7248752,-117.8996418,11065,145
060590741091007,+33.7210008,-117.8989622,18763,104
060590741091008,+33.7214029,-117.8996987,9128,41
060590741091009,+33.7211476,-117.9007764,11497,61
060590741091010,+33.7209810,-117.9017614,14973,82
060590741091011,+33.7198031,-117.9015836,29788,170
060590741091012,+33.7196905,-117.8999598,32168,208
060590741091013,+33.7192061,-117.8991085,19427,80
060590741091014,+33.7210128,-117.8973553,43852,298
060590741091015,+33.7202987,-117.8964493,23364,150
060590741092000,+33.7173739,-117.8971890,86641,367
060590741092001,+33.7183889,-117.9007550,36653,259
060590741092002,+33.7172650,-117.9006938,12790,66
060590741092003,+33.7172646,-117.8998491,13409,89
060590741092004,+33.7164567,-117.8994739,43465,394
060590741092005,+33.7163448,-117.9022650,46194,246
060590741092006,+33.7172442,-117.9027622,23039,142
060590741092007,+33.7153525,-117.9026300,4828,0
060590741092008,+33.7154115,-117.8997347,4341,0
060590741092009,+33.7154647,-117.8972286,4034,0
060590741101000,+33.7151532,-117.8967224,6214,33
060590741101001,+33.7151333,-117.8978797,4966,31
060590741101002,+33.7151013,-117.8997320,12774,61
060590741101003,+33.7143504,-117.9029725,38081,155
060590741101004,+33.7144877,-117.8999598,40816,206
060590741101005,+33.7145404,-117.8967305,9448,67
060590741101006,+33.7132274,-117.8982127,56969,252
060590741101007,+33.7118476,-117.9017957,119672,486
060590741101008,+33.7126548,-117.9036953,22111,59
060590741101009,+33.7099374,-117.9038141,29066,126
060590741101010,+33.7099321,-117.9008560,42176,173
060590741101011,+33.7100643,-117.8992797,102338,497
060590741101012,+33.7093514,-117.8980258,36235,127
060590741101013,+33.7073888,-117.8986517,3131,0
060590741101014,+33.7079537,-117.9007788,3819,0
060590741101015,+33.7087670,-117.9027655,3499,0
060590741102000,+33.7066203,-117.8992528,33239,120
060590741102001,+33.7055867,-117.8984838,23097,81
060590741102002,+33.7070366,-117.9019457,92826,353
060590741102003,+33.7056282,-117.9030601,25697,146
060590741102004,+33.7056381,-117.9021375,25934,121
060590741102005,+33.7056408,-117.9012229,25563,101
060590741102006,+33.7043398,-117.8990748,59213,243
060590741111000,+33.7084538,-117.8964472,43575,184
060590741111001,+33.7073858,-117.8964510,2796,0
060590741111002,+33.7068303,-117.8969703,20031,74
060590741111003,+33.7067917,-117.8936125,31164,140
060590741111004,+33.7067668,-117.8922523,1671,0
060590741111005,+33.7052362,-117.8909634,76696,91
060590741111006,+33.7049790,-117.8922523,3451,0
060590741111007,+33.7049629,-117.8949621,70447,270
060590741111008,+33.7056137,-117.8963263,24879,106
060590741111009,+33.7052176,-117.8943656,21643,89
060590741111010,+33.7052264,-117.8933248,17512,93
060590741112000,+33.7151313,-117.8913555,39054,177
060590741112001,+33.7145346,-117.8924746,23465,110
060590741112002,+33.7146867,-117.8953624,24588,110
060590741112003,+33.7107795,-117.8953611,253283,56
060590741112004,+33.7124323,-117.8928148,54227,414
060590741112005,+33.7137496,-117.8943956,48379,279
060590741112006,+33.7128081,-117.8965177,19835,88
060590741112007,+33.7074025,-117.8938733,3689,0
060590741113000,+33.7145036,-117.8865488,83698,577
060590741113001,+33.7146101,-117.8906421,31076,168
060590741113002,+33.7142128,-117.8889650,47610,261
060590741113003,+33.7138402,-117.8900996,31126,157
060590741113004,+33.7100606,-117.8896029,112987,359
060590741113005,+33.7131399,-117.8881567,22254,136
060590741113006,+33.7113472,-117.8875146,31553,173
060590741113007,+33.7097123,-117.8868953,122435,237
060590741113008,+33.7081748,-117.8883458,11727,93
060590741113009,+33.7074538,-117.8867216,2751,0
060590741113010,+33.7074500,-117.8883550,1049,0
060590741113011,+33.7074402,-117.8898504,2552,0
060590741113012,+33.7047483,-117.8868488,61283,159
060590741113013,+33.7056123,-117.8889346,30787,153
060590741113014,+33.7062634,-117.8882435,27145,135
060590741113015,+33.7065015,-117.8866537,45667,388
060590742001000,+33.7271700,-117.8643564,2002,0
060590742001001,+33.7271870,-117.8658554,1538,0
060590742001002,+33.7272030,-117.8671696,1438,0
060590742001003,+33.7267366,-117.8671651,10934,44
060590742001004,+33.7267210,-117.8658677,10972,80
060590742001005,+33.7267035,-117.8643682,14330,111
060590742001006,+33.7258829,-117.8643817,13923,81
060590742001007,+33.7258985,-117.8658662,11144,95
060590742001008,+33.7259127,-117.8671687,11020,69
060590742001009,+33.7250752,-117.8671838,11309,24
060590742001010,+33.7250670,-117.8658734,11367,77
060590742001011,+33.7250592,-117.8643850,14078,78
060590742001012,+33.7242348,-117.8643945,13836,109
060590742001013,+33.7242442,-117.8658779,11080,76
060590742001014,+33.7242489,-117.8671904,10681,55
060590742001015,+33.7231491,-117.8672002,18702,74
060590742001016,+33.7231351,-117.8658861,19197,170
060590742001017,+33.7231818,-117.8645616,18594,112
060590742001018,+33.7228694,-117.8638563,5098,36
060590742002000,+33.7210535,-117.8638567,15025,135
060590742002001,+33.7210478,-117.8646864,31206,55
060590742002002,+33.7210724,-117.8659049,36904,243
060590742002003,+33.7210818,-117.8672131,36527,104
060590742002004,+33.7188017,-117.8672480,24478,58
060590742002005,+33.7187882,-117.8659387,24866,205
060590742002006,+33.7187804,-117.8647187,21224,166
060590742002007,+33.7187702,-117.8638774,10589,62
060590742002008,+33.7169317,-117.8638914,11061,72
060590742002009,+33.7169389,-117.8647368,21055,134
060590742002010,+33.7169423,-117.8659586,25372,129
060590742002011,+33.7169503,-117.8672733,25021,124
060590742003000,+33.7210942,-117.8683792,28754,116
060590742003001,+33.7211116,-117.8694135,29115,222
060590742003002,+33.7211136,-117.8704354,28277,212
060590742003003,+33.7211236,-117.8714338,27917,196
060590742003004,+33.7211271,-117.8724315,28197,213
060590742003005,+33.7211401,-117.8734378,28620,168
060590742003006,+33.7211450,-117.8744464,28217,180
060590742003007,+33.7211480,-117.8754516,28241,197
060590742003008,+33.7211461,-117.8762390,15955,79
060590742003009,+33.7188559,-117.8762585,11208,79
060590742003010,+33.7188701,-117.8754601,18660,125
060590742003011,+33.7188630,-117.8744631,18655,167
060590742003012,+33.7188584,-117.8734694,18525,145
060590742003013,+33.7188471,-117.8724663,19033,131
060590742003014,+33.7188377,-117.8714606,18772,133
060590742003015,+33.7188385,-117.8704586,18954,133
