GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590873024007,+33.8332668,-117.9158549,14466,164
060590873025000,+33.8323983,-117.9145363,8530,103
060590873025001,+33.8321730,-117.9155023,14306,116
060590873025002,+33.8318780,-117.9167780,15711,151
060590873025003,+33.8315880,-117.9180316,13683,0
060590873025004,+33.8305033,-117.9176734,14557,75
060590873025005,+33.8307961,-117.9164037,16572,325
060590873025006,+33.8310923,-117.9151207,14816,101
060590873025007,+33.8313412,-117.9140503,11278,10
060590873026000,+33.8329201,-117.9096622,29098,324
060590873026001,+33.8326423,-117.9108849,29236,378
060590873026002,+33.8323579,-117.9121125,29498,42
060590873026003,+33.8326231,-117.9135399,15017,172
060590873026004,+33.8315644,-117.9130719,12450,128
060590874011000,+33.8316563,-117.9050281,19335,261
060590874011001,+33.8314699,-117.9057787,17149,215
060590874011002,+33.8313950,-117.9067119,22997,269
060590874011003,+33.8310288,-117.9077768,27160,188
060590874011004,+33.8292025,-117.9059927,28827,244
060590874011005,+33.8298733,-117.9047464,18889,92
060590874011006,+33.8288463,-117.9045558,18838,225
060590874011007,+33.8288255,-117.9070450,27608,320
060590874012000,+33.8291378,-117.9158491,92124,325
060590874012001,+33.8284868,-117.9186656,45760,28
060590874012002,+33.8281614,-117.9200647,22803,141
060590874012003,+33.8279440,-117.9210020,23174,92
060590874012004,+33.8277248,-117.9219432,23047,98
060590874012005,+33.8275058,-117.9228801,23026,109
060590874012006,+33.8272954,-117.9238104,22628,70
060590874012007,+33.8270890,-117.9247460,23100,53
060590874012008,+33.8270612,-117.9257440,20283,30
060590874013000,+33.8271594,-117.9141994,44634,146
060590874013001,+33.8268363,-117.9155989,22560,93
060590874013002,+33.8266127,-117.9165454,22963,107
060590874013003,+33.8263973,-117.9174977,22699,80
060590874013004,+33.8261774,-117.9184257,21964,132
060590874013005,+33.8259626,-117.9193488,22404,124
060590874013006,+33.8257502,-117.9202840,22428,113
060590874013007,+33.8255291,-117.9212181,22466,102
060590874013008,+33.8253107,-117.9221562,22534,118
060590874013009,+33.8250835,-117.9235605,42475,122
060590874014000,+33.8310055,-117.9096967,37587,62
060590874014001,+33.8305724,-117.9115393,19198,69
060590874014002,+33.8297979,-117.9129983,47412,242
060590874014003,+33.8281578,-117.9124769,22682,59
060590874014004,+33.8280001,-117.9108481,20777,67
060590874014005,+33.8294659,-117.9111829,11159,54
060590874014006,+33.8299055,-117.9093339,22084,146
060590874014007,+33.8283662,-117.9090059,22071,109
060590874014008,+33.8285838,-117.9080804,22659,149
060590874014009,+33.8281489,-117.9099272,22380,109
060590874014010,+33.8271723,-117.9110225,1722,0
060590874014011,+33.8270691,-117.9121304,23928,147
060590874031000,+33.8175262,-117.9103361,25131,95
060590874031001,+33.8178606,-117.9123009,8178,21
060590874031002,+33.8176014,-117.9131192,15899,53
060590874031003,+33.8159727,-117.9143579,40671,94
060590874031004,+33.8169288,-117.9152324,6093,0
060590874031005,+33.8172579,-117.9161966,31645,0
060590874031006,+33.8157241,-117.9101557,46496,237
060590874031007,+33.8169397,-117.9097573,11369,95
060590874031008,+33.8146342,-117.9110208,16827,130
060590874031009,+33.8168998,-117.9122253,40758,202
060590874031010,+33.8157620,-117.9129758,21213,100
060590874032000,+33.8162522,-117.9081428,47947,229
060590874032001,+33.8134101,-117.9086555,77894,179
060590874032002,+33.8142436,-117.9081682,5296,217
060590874032003,+33.8138066,-117.9098985,10319,196
060590874032004,+33.8135670,-117.9129325,9744,0
060590874032005,+33.8142631,-117.9120195,10047,134
060590874032006,+33.8142366,-117.9098704,7893,115
060590874032007,+33.8137117,-117.9118711,14704,392
060590874033000,+33.8103494,-117.9078784,140585,208
060590874033001,+33.8121980,-117.9090380,7797,49
060590874033002,+33.8112405,-117.9084656,13021,203
060590874033003,+33.8121997,-117.9107617,4418,18
060590874033004,+33.8121490,-117.9097607,1698,0
060590874033005,+33.8122539,-117.9101270,5374,0
060590874033006,+33.8108993,-117.9081116,9315,177
060590874041000,+33.8265991,-117.9035671,46958,499
060590874041001,+33.8260606,-117.9053734,99269,582
060590874041002,+33.8265662,-117.9075782,24515,245
060590874041003,+33.8262770,-117.9088191,24432,241
060590874041004,+33.8260211,-117.9099556,20352,243
060590874041005,+33.8258219,-117.9105600,4297,20
060590874041006,+33.8241134,-117.9099842,4516,31
060590874041007,+33.8242301,-117.9093518,19897,188
060590874041008,+33.8244994,-117.9082271,24239,271
060590874041009,+33.8247885,-117.9069864,24409,350
060590874042000,+33.8256155,-117.9116546,38444,241
060590874042001,+33.8237417,-117.9134080,75659,339
060590874042002,+33.8244590,-117.9140560,11626,40
060590874042003,+33.8245952,-117.9148019,34901,120
060590874042004,+33.8241312,-117.9157894,25579,117
060590874042005,+33.8234694,-117.9109420,22370,154
060590874042006,+33.8243560,-117.9112313,15616,83
060590874051000,+33.8208264,-117.9039904,367249,441
060590874051001,+33.8226821,-117.9073308,15619,59
060590874051002,+33.8213835,-117.9068598,15638,76
060590874051003,+33.8220364,-117.9071095,15651,114
060590874051004,+33.8233426,-117.9075439,16176,101
060590874051005,+33.8221416,-117.9087640,21943,213
060590874051006,+33.8220142,-117.9092927,5659,0
060590874051007,+33.8202997,-117.9087209,2667,0
060590874051008,+33.8205701,-117.9071800,29631,309
060590874052000,+33.8218487,-117.9102185,43342,2
060590874052001,+33.8202785,-117.9132796,151865,641
060590874052002,+33.8196092,-117.9097549,58941,284
060590874052003,+33.8195157,-117.9111464,28744,165
060590874052004,+33.8181412,-117.9135683,5524,0
060590874052005,+33.8181238,-117.9091400,1994,1
060590874053000,+33.8243045,-117.9168433,88092,685
060590874053001,+33.8232447,-117.9186469,11963,153
060590874053002,+33.8236887,-117.9187994,12007,174
060590874053003,+33.8228503,-117.9183239,13268,309
060590874053004,+33.8224280,-117.9181775,13183,282
060590874053005,+33.8219568,-117.9163055,9385,115
060590874054000,+33.8239285,-117.9214006,17948,78
060590874054001,+33.8230760,-117.9209989,24190,150
060590874054002,+33.8204895,-117.9180573,159943,788
060590874054003,+33.8203150,-117.9186376,9168,211
060590874054004,+33.8214528,-117.9199123,12390,92
060590874054005,+33.8191486,-117.9178414,6064,66
060590874054006,+33.8181577,-117.9165627,4304,0
060590875031000,+33.8032647,-117.9082941,4792,0
060590875031001,+33.8032664,-117.9125444,6517,0
060590875031002,+33.8005770,-117.9108230,463416,1332
060590875031003,+33.8004987,-117.9151666,5249,1
060590875032000,+33.8032681,-117.9164419,2404,0
060590875032001,+33.8032641,-117.9206733,6518,0
060590875032002,+33.8009771,-117.9209925,290462,0
060590875032003,+33.8014773,-117.9163430,78889,0
060590875032004,+33.7976932,-117.9187521,256625,575
060590875032005,+33.7975083,-117.9230850,11026,70
060590875032006,+33.7970050,-117.9218168,4347,30
060590875033000,+33.7970304,-117.9107437,162698,1507
060590875033001,+33.7970252,-117.9150666,1944,13
060590875034000,+33.8032472,-117.9254941,2860,0
060590875034001,+33.8032280,-117.9276558,1342,0
060590875034002,+33.8032079,-117.9304626,3735,0
060590875034003,+33.8025116,-117.9294795,68208,231
060590875034004,+33.8022982,-117.9256006,56247,418
060590875034005,+33.8015326,-117.9302316,14072,64
060590875034006,+33.8015259,-117.9311809,14090,54
060590875034007,+33.8014739,-117.9321669,16053,73
060590875034008,+33.8015400,-117.9292821,14175,59
060590875035000,+33.8010252,-117.9253317,26865,81
060590875035001,+33.8001363,-117.9282529,21102,81
060590875035002,+33.8001090,-117.9264157,55014,156
060590875035003,+33.7992262,-117.9252841,26098,70
060590875035004,+33.7985583,-117.9258395,16293,80
060590875035005,+33.7999271,-117.9292505,17349,67
060590875035006,+33.7999197,-117.9301979,17256,77
060590875035007,+33.7999113,-117.9311495,17608,55
060590875035008,+33.7998594,-117.9321407,17901,70
060590875035009,+33.7974892,-117.9320969,32288,116
060590875035010,+33.7975566,-117.9301572,66834,204
060590875035011,+33.7967497,-117.9301367,14476,66
060590875035012,+33.7986513,-117.9301709,7305,39
060590875035013,+33.7976663,-117.9284489,16380,65
060590875035014,+33.7973827,-117.9280078,13906,42
060590875035015,+33.7971941,-117.9258237,92039,335
060590875041000,+33.8032414,-117.9022071,1731,0
060590875041001,+33.8032668,-117.9033399,2134,0
060590875041002,+33.8032739,-117.9054595,3131,0
060590875041003,+33.8011602,-117.9037223,131098,731
060590875041004,+33.8016556,-117.9055666,20531,167
060590875041005,+33.8019374,-117.9020722,43594,0
060590875041006,+33.8014515,-117.9002955,29459,0
060590875041007,+33.7979118,-117.8965922,29557,0
060590875041008,+33.7979573,-117.8973863,26163,0
060590875041009,+33.7993281,-117.9021401,35544,188
060590875041010,+33.7986512,-117.8998092,36533,239
060590875042000,+33.7970290,-117.9001827,132694,1826
060590875043000,+33.7995134,-117.9028935,6533,192
060590875043001,+33.7995157,-117.9050634,12613,292
060590875043002,+33.7988721,-117.9050534,25026,456
060590875043003,+33.7988696,-117.9028882,13139,327
060590875043004,+33.7982064,-117.9028827,7217,164
060590875043005,+33.7975294,-117.9052480,47984,762
060590875043006,+33.7966600,-117.9044756,18299,297
060590875044000,+33.7945163,-117.8986514,44647,220
060590875044001,+33.7943165,-117.9027805,152219,1009
060590875044002,+33.7933737,-117.9016744,31066,115
060590875044003,+33.7949742,-117.9049835,64971,0
060590875044004,+33.7937648,-117.8979450,15992,72
060590875044005,+33.7928134,-117.9051960,14806,52
060590875051000,+33.8171492,-117.9288786,17018,49
060590875051001,+33.8142995,-117.9305560,113774,277
060590875051002,+33.8158595,-117.9307145,22829,101
060590875051003,+33.8106788,-117.9304259,4252,14
060590875051004,+33.8127463,-117.9286418,10753,25
060590875051005,+33.8123233,-117.9305693,118140,1114
060590875051006,+33.8166668,-117.9307304,23387,67
060590875051007,+33.8150542,-117.9306953,23337,106
060590875052000,+33.8103590,-117.9299365,13608,167
060590875052001,+33.8090132,-117.9319308,14383,273
060590875052002,+33.8090084,-117.9323823,14541,251
060590875052003,+33.8099239,-117.9300526,14165,331
060590875052004,+33.8082854,-117.9315952,7743,172
060590875052005,+33.8086168,-117.9311224,14493,236
060590875052006,+33.8085964,-117.9304947,13786,282
060590875052007,+33.8086030,-117.9299054,13665,286
060590875053000,+33.8086159,-117.9286935,14808,179
060590875053001,+33.8086093,-117.9293111,14058,291
060590875053002,+33.8072967,-117.9304573,14580,0
060590875053003,+33.8068281,-117.9305942,27374,84
060590875053004,+33.8057628,-117.9315246,36948,108
060590875053005,+33.8056093,-117.9295663,30785,93
060590875053006,+33.8049785,-117.9288692,14480,65
060590875053007,+33.8037607,-117.9305310,45759,93
060590875053008,+33.8046356,-117.9315123,18386,78
060590876011000,+33.8170808,-117.9373854,9813,189
060590876011001,+33.8170626,-117.9379159,9748,215
060590876011002,+33.8170546,-117.9387168,19987,358
060590876011003,+33.8179480,-117.9403230,2605,0
060590876011004,+33.8170530,-117.9414184,3478,0
060590876011005,+33.8170054,-117.9402902,37849,706
060590876012000,+33.8179355,-117.9422460,1962,0
060590876012001,+33.8164345,-117.9430024,93834,389
060590876012002,+33.8162984,-117.9474143,177126,192
060590876012003,+33.8127664,-117.9443825,266607,248
060590876012004,+33.8135410,-117.9487301,57854,192
060590876012005,+33.8115043,-117.9478876,16784,75
060590876012006,+33.8116455,-117.9493514,35264,160
060590876012007,+33.8107497,-117.9478236,6981,28
060590876013000,+33.8158148,-117.9364005,250138,1056
060590876014000,+33.8115153,-117.9332840,39099,133
060590876014001,+33.8138808,-117.9394130,32996,111
060590876014002,+33.8134328,-117.9378938,27786,80
060590876014003,+33.8127391,-117.9397759,54768,113
060590876014004,+33.8113543,-117.9383292,93206,296
060590876014005,+33.8126410,-117.9350146,27285,89
060590876014006,+33.8134507,-117.9350188,26857,95
060590876014007,+33.8118286,-117.9349933,27059,114
060590876021000,+33.8084189,-117.9366646,125453,384
060590876021001,+33.8080209,-117.9381837,6857,101
060590876021002,+33.8098378,-117.9382537,98227,283
060590876021003,+33.8081996,-117.9408829,4736,70
060590876021004,+33.8080249,-117.9392628,6680,59
060590876021005,+33.8085747,-117.9357252,27729,90
060590876021006,+33.8080200,-117.9387262,6919,85
060590876021007,+33.8080238,-117.9397966,6849,74
060590876021008,+33.8080336,-117.9403416,6933,133
060590876022000,+33.8031771,-117.9335488,1478,0
060590876022001,+33.8031618,-117.9354729,2063,0
060590876022002,+33.8031340,-117.9389157,4122,0
060590876022003,+33.8007271,-117.9360195,312880,494
060590876022004,+33.7986992,-117.9357186,14311,22
060590876022005,+33.8006868,-117.9398050,15772,198
060590876022006,+33.7977968,-117.9356977,14980,39
060590876022007,+33.8008955,-117.9375747,9014,128
060590876022008,+33.7994706,-117.9384953,27431,56
060590876022009,+33.8011178,-117.9394086,12078,167
060590876022010,+33.7975953,-117.9332789,44240,142
060590876022011,+33.7966953,-117.9401118,88501,307
060590876022012,+33.7972401,-117.9388133,35562,89
060590876022013,+33.7965818,-117.9380286,14568,56
060590876022014,+33.7988340,-117.9392037,15619,58
060590876022015,+33.7997178,-117.9405511,7241,20
060590876022016,+33.8000833,-117.9398487,6953,43
060590876022017,+33.8000918,-117.9389286,6824,30
060590876022018,+33.8000998,-117.9380086,6944,22
060590876022019,+33.7997174,-117.9410786,8389,35
060590876023000,+33.8065572,-117.9364255,172727,501
060590876023001,+33.8044226,-117.9335122,39507,117
060590876023002,+33.8043509,-117.9358166,74203,351
060590876023003,+33.8038914,-117.9386670,30827,152
060590876023004,+33.8049865,-117.9395030,30292,133
060590876023005,+33.8038753,-117.9405702,24892,45
060590876024000,+33.8059033,-117.9468495,40672,611
060590876024001,+33.8045615,-117.9447008,33495,458
060590876024002,+33.8043514,-117.9469525,7134,138
060590876024003,+33.8037491,-117.9461429,38455,187
060590876025000,+33.8094596,-117.9444560,136169,682
060590876025001,+33.8094307,-117.9488117,59330,84
060590876025002,+33.8076122,-117.9457732,133827,284
060590876026000,+33.8061577,-117.9436537,64751,221
060590876026001,+33.8051941,-117.9434903,20309,107
060590876026002,+33.8050385,-117.9422880,15978,35
060590876026003,+33.8038720,-117.9422877,25749,59
060590876027000,+33.8064496,-117.9490990,15815,87
060590876027001,+33.8044029,-117.9490031,58068,270
060590876027002,+33.8058079,-117.9488560,12816,100
060590877011000,+33.8247642,-117.9510981,13403,31
060590877011001,+33.8245048,-117.9552045,46011,155
060590877011002,+33.8239808,-117.9545915,39605,147
060590877011003,+33.8238692,-117.9567409,22808,71
060590877011004,+33.8235950,-117.9576045,15384,58
060590877011005,+33.8215901,-117.9569763,33211,116
060590877011006,+33.8223049,-117.9543597,32056,108
060590877011007,+33.8232177,-117.9539235,10902,47
060590877011008,+33.8240488,-117.9512784,16667,52
060590877011009,+33.8220443,-117.9512904,77418,132
060590877011010,+33.8193419,-117.9555984,8930,32
060590877011011,+33.8201539,-117.9541929,35208,149
060590877011012,+33.8215121,-117.9543451,30454,122
060590877011013,+33.8207411,-117.9548649,22357,118
060590877011014,+33.8193381,-117.9526760,25717,85
060590877011015,+33.8193731,-117.9514238,19066,92
060590877011016,+33.8189456,-117.9506926,26888,102
060590877012000,+33.8211221,-117.9654525,18629,70
060590877012001,+33.8193057,-117.9654454,28023,110
060590877012002,+33.8205180,-117.9641504,14689,64
060590877012003,+33.8197405,-117.9641511,13207,55
060590877012004,+33.8190038,-117.9641504,13139,59
060590877012005,+33.8181746,-117.9641628,16319,23
060590877012006,+33.8181366,-117.9665676,13332,220
060590877012007,+33.8202576,-117.9666765,22435,96
060590877012008,+33.8190008,-117.9669144,21882,154
060590877013000,+33.8239920,-117.9583385,26683,17
060590877013001,+33.8214032,-117.9584498,22865,15
060590877013002,+33.8191055,-117.9584868,22427,0
060590877013003,+33.8201666,-117.9573536,28820,220
060590877013004,+33.8183978,-117.9574179,18616,153
060590877013005,+33.8189394,-117.9556019,9028,87
060590877013006,+33.8184979,-117.9534222,30584,148
060590877013007,+33.8182679,-117.9556047,20966,279
060590877014000,+33.8211638,-117.9610964,19192,122
060590877014001,+33.8190369,-117.9607019,100842,145
060590877014002,+33.8207221,-117.9619838,11202,171
060590877014003,+33.8195687,-117.9616702,10047,64
060590877014004,+33.8195611,-117.9626491,9568,59
060590877014005,+33.8202880,-117.9620177,11795,164
060590877015000,+33.8237347,-117.9600059,61063,320
060590877015001,+33.8246513,-117.9615426,2511,39
060590877015002,+33.8229956,-117.9621012,91049,307
060590877015003,+33.8245043,-117.9628867,8106,40
060590877015004,+33.8245819,-117.9656908,32103,109
060590877015005,+33.8229532,-117.9661821,24127,132
060590877015006,+33.8229463,-117.9671436,24209,134
060590877015007,+33.8215426,-117.9634368,33651,152
060590877015008,+33.8229578,-117.9642470,24542,88
060590877015009,+33.8229580,-117.9652184,24176,85
060590877031000,+33.8136186,-117.9645011,42416,179
060590877031001,+33.8135291,-117.9666381,35939,177
060590877031002,+33.8119707,-117.9646515,51332,260
060590877031003,+33.8131725,-117.9632566,10045,31
