GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059001101,2235,25,130,728,1352,66,13,0,47,6,377,39,80,230,447,64,20,14,59,10
06059001102,1878,50,183,898,747,2,0,0,0,2,268,49,118,313,269,12,14,14,14,12
06059001103,2444,125,400,936,983,104,91,13,0,0,429,114,258,298,372,106,104,21,19,19
06059001201,2612,140,215,791,1466,19,0,0,19,0,440,132,108,247,505,30,19,19,30,19
06059001202,1760,58,187,501,1014,78,0,30,5,43,273,66,110,136,260,49,14,34,9,33
06059001301,3938,116,570,1887,1365,0,0,0,0,0,455,146,185,383,437,19,19,19,19,19
06059001303,3263,73,366,1523,1301,10,0,0,0,10,709,56,145,585,362,18,19,19,19,18
06059001304,1731,188,310,522,711,10,0,0,0,10,302,230,146,247,197,17,14,14,14,17
06059001401,2015,0,257,952,806,83,0,0,74,9,253,14,116,277,254,110,14,14,109,13
06059001402,2464,0,411,984,1069,37,0,0,22,15,369,14,154,274,338,41,14,14,31,24
06059001403,2230,0,142,530,1558,90,0,0,81,9,903,14,98,164,889,106,14,14,104,15
06059001404,1744,43,114,537,1050,24,20,0,0,4,349,45,84,219,312,38,36,14,14,15
06059001501,2336,0,391,1000,945,0,0,0,0,0,308,19,206,255,322,19,19,19,19,19
06059001503,2342,37,270,1263,772,0,0,0,0,0,369,54,165,373,275,19,19,19,19,19
06059001504,2496,19,567,663,1247,17,0,0,17,0,371,22,155,178,372,26,14,14,26,14
06059001505,3213,68,529,1241,1375,25,0,25,0,0,366,91,279,309,387,40,19,40,19,19
06059001506,2019,11,93,890,1025,13,0,0,13,0,269,16,58,210,306,19,14,14,19,14
06059001507,3264,147,577,1869,671,0,0,0,0,0,399,105,157,465,256,19,19,19,19,19
06059001602,2172,0,237,966,969,22,0,0,12,10,217,14,83,210,236,25,14,14,21,15
06059001603,1456,56,241,705,454,0,0,0,0,0,313,86,165,248,221,14,14,14,14,14
06059001604,1777,20,93,987,677,0,0,0,0,0,474,31,71,460,217,14,14,14,14,14
06059001704,3834,225,442,1826,1341,64,0,0,51,13,455,177,219,398,345,71,19,19,67,23
06059001705,2095,120,449,877,649,17,0,0,17,0,242,181,159,232,220,26,14,14,26,14
06059001706,1660,0,46,797,817,0,0,0,0,0,294,14,42,228,260,14,14,14,14,14
06059001708,1563,18,163,546,836,10,0,10,0,0,261,28,95,159,264,17,14,17,14,14
06059001709,1339,50,58,640,591,0,0,0,0,0,179,56,42,131,182,14,14,14,14,14
06059001710,2401,11,187,1250,953,36,0,0,36,0,455,16,94,398,274,44,14,14,44,14
06059001801,2619,88,459,645,1427,56,37,0,19,0,376,87,174,196,419,70,53,19,28,19
06059001802,3750,0,638,1445,1667,62,0,62,0,0,667,19,392,496,525,73,19,73,19,19
06059001901,1457,0,54,538,865,13,0,0,13,0,313,14,50,115,313,20,14,14,20,14
06059001902,1274,7,37,589,641,7,0,0,0,7,207,12,23,161,170,11,14,14,14,11
06059001903,1557,25,127,338,1067,12,0,6,0,6,196,22,75,114,249,12,14,9,14,8
06059011000,3214,239,381,1632,962,313,76,44,46,147,563,174,209,454,383,258,118,70,46,215
06059011101,1938,32,206,743,957,6,0,0,6,0,375,41,92,241,332,9,14,14,9,14
06059011102,2123,8,144,645,1326,27,8,0,19,0,365,14,84,180,341,31,14,14,29,14
06059011200,2012,49,399,547,1017,49,49,0,0,0,334,57,123,189,359,57,57,14,14,14
06059011300,2654,82,429,1189,954,104,30,14,40,20,326,64,188,318,301,91,39,22,63,31
06059011401,1044,0,120,520,404,16,0,0,16,0,181,14,51,155,164,22,14,14,22,14
06059011402,1357,24,94,471,768,33,0,16,10,7,172,36,42,107,174,25,14,19,14,11
06059011403,2903,154,317,1002,1430,21,0,0,9,12,365,120,153,282,361,28,19,19,18,20
06059011502,2263,27,251,977,1008,42,27,0,11,4,355,43,127,298,316,41,43,19,20,11
06059011503,733,15,34,271,413,12,0,6,6,0,105,22,24,85,108,12,14,8,9,14
06059011504,2387,166,875,865,481,61,31,8,0,22,411,144,260,274,322,66,50,15,14,36
06059011601,3644,217,561,1307,1559,288,156,0,86,46,470,213,232,411,493,205,186,19,84,58
06059011602,2515,31,387,967,1130,83,0,38,0,45,581,47,143,303,468,82,19,52,19,72
06059011707,3387,32,649,1515,1191,24,0,0,24,0,453,50,211,421,379,39,19,19,39,19
06059011708,2598,12,727,1144,715,12,12,0,0,0,321,18,220,266,265,18,18,19,19,19
06059011709,1871,0,27,727,1117,31,0,0,16,15,281,14,30,197,283,33,14,14,25,23
06059011710,1944,0,33,660,1251,6,0,0,6,0,575,14,31,173,570,10,14,14,10,14
06059011711,3154,99,993,1560,502,41,0,41,0,0,542,114,285,457,394,63,19,63,19,19
06059011712,2458,0,540,1001,917,40,0,0,0,40,299,14,182,269,260,49,14,14,14,49
06059011714,612,4,50,350,208,4,0,0,4,0,147,7,32,89,124,5,14,14,5,14
06059011715,3027,0,179,1234,1614,0,0,0,0,0,555,19,106,392,576,19,19,19,19,19
06059011716,2347,53,235,1046,1013,73,0,0,52,21,235,70,129,222,234,64,19,19,59,23
06059011717,1339,5,93,456,785,13,0,13,0,0,150,8,58,90,154,19,14,19,14,14
06059011718,1712,62,52,523,1075,0,0,0,0,0,198,73,35,139,200,14,14,14,14,14
06059011720,2355,33,506,1171,645,63,10,36,0,17,354,39,177,350,259,54,15,43,19,30
06059011721,2929,165,711,1216,837,167,6,113,37,11,442,159,300,250,316,142,12,137,35,18
06059011722,968,0,137,340,491,41,0,0,11,30,288,14,69,199,237,46,14,14,18,43
06059021802,3956,85,449,1271,2151,15,15,0,0,0,352,103,151,322,410,27,27,19,19,19
06059021807,2111,53,225,879,954,35,0,0,35,0,278,75,100,262,309,56,14,14,56,14
06059021809,1572,36,109,521,906,0,0,0,0,0,182,45,50,187,267,14,14,14,14,14
06059021810,1716,14,140,838,724,0,0,0,0,0,299,20,99,285,190,14,14,14,14,14
06059021812,3535,0,241,1393,1901,59,0,0,0,59,653,19,124,488,591,97,19,19,19,97
06059021813,4,0,0,4,0,0,0,0,0,0,5,14,14,5,14,14,14,14,14,14
06059021814,3938,51,487,1934,1466,44,0,0,0,44,503,59,235,557,455,69,19,19,19,69
06059021816,2575,0,303,942,1330,4,0,0,0,4,402,19,161,245,347,8,19,19,19,8
06059021817,1664,22,131,718,793,4,0,0,0,4,231,36,66,183,244,7,14,14,14,7
06059021820,2556,0,57,1233,1266,25,0,0,25,0,400,14,42,317,365,30,14,14,30,14
06059021821,4137,98,777,1872,1390,0,0,0,0,0,524,117,304,533,412,19,19,19,19,19
06059021822,4258,0,321,2046,1891,12,0,0,12,0,534,19,245,522,442,20,19,19,20,19
06059021823,1465,0,15,606,844,0,0,0,0,0,223,14,18,177,184,14,14,14,14,14
06059021824,946,0,22,490,434,0,0,0,0,0,152,14,19,134,127,14,14,14,14,14
06059021825,1349,0,40,554,755,0,0,0,0,0,251,14,30,166,261,14,14,14,14,14
06059021826,1411,11,337,674,389,14,0,0,0,14,216,19,148,183,170,24,14,14,14,24
06059021827,1440,9,92,758,581,0,0,0,0,0,201,13,63,226,164,14,14,14,14,14
06059021828,2247,161,56,846,1184,0,0,0,0,0,293,153,42,255,213,14,14,14,14,14
06059021829,1840,19,107,614,1100,0,0,0,0,0,258,30,74,163,211,14,14,14,14,14
06059021830,2790,36,189,1192,1373,0,0,0,0,0,515,57,183,441,362,19,19,19,19,19
06059021831,2574,50,185,1088,1251,47,0,0,0,47,465,68,109,345,500,70,19,19,19,70
06059021832,3313,0,231,1303,1779,0,0,0,0,0,463,19,140,324,504,19,19,19,19,19
06059021903,2019,121,148,660,1090,0,0,0,0,0,271,106,86,218,256,14,14,14,14,14
06059021905,2577,0,117,753,1707,0,0,0,0,0,471,19,79,208,488,19,19,19,19,19
06059021912,2409,0,71,1106,1232,13,0,13,0,0,504,14,51,386,344,20,14,20,14,14
06059021913,4126,26,410,1154,2536,71,0,16,7,48,492,28,198,347,521,71,19,25,12,65
06059021914,2181,20,161,749,1251,0,0,0,0,0,358,23,67,229,391,14,14,14,14,14
06059021915,1793,42,213,829,709,0,0,0,0,0,247,68,83,209,188,14,14,14,14,14
06059021916,1308,0,255,630,423,25,0,0,8,17,162,14,90,174,149,29,14,14,13,24
06059021917,1536,7,97,526,906,0,0,0,0,0,240,13,83,159,276,14,14,14,14,14
06059021918,2378,101,279,945,1053,0,0,0,0,0,266,102,106,154,276,14,14,14,14,14
06059021919,1454,44,184,699,527,0,0,0,0,0,284,67,150,190,182,14,14,14,14,14
06059021920,3847,0,229,1762,1856,0,0,0,0,0,891,19,140,609,819,19,19,19,19,19
06059021921,2598,20,105,930,1543,37,0,0,37,0,467,38,80,281,481,56,14,14,56,14
06059021922,3092,92,522,1442,1036,20,0,0,0,20,503,91,167,509,281,33,19,19,19,33
06059021923,3612,0,488,1933,1191,50,0,0,16,34,754,19,243,697,364,56,19,19,27,49
06059021924,2437,0,308,905,1224,26,0,26,0,0,301,14,113,269,203,40,14,40,14,14
06059032002,2764,0,186,1135,1443,26,0,0,26,0,520,19,135,469,391,43,19,19,43,19
06059032003,2076,0,141,750,1185,30,0,0,0,30,239,14,91,152,251,41,14,14,14,41
06059032011,819,9,113,295,402,22,0,22,0,0,179,12,46,124,166,30,14,30,14,14
06059032012,1577,8,129,649,791,11,0,0,0,11,276,14,80,150,263,17,14,14,14,17
06059032013,2266,47,391,802,1026,0,0,0,0,0,325,52,144,256,407,19,19,19,19,19
06059032014,2692,0,268,892,1532,64,0,25,30,9,436,19,137,290,470,71,19,38,58,20
06059032015,3045,56,137,1453,1399,24,15,0,0,9,518,96,80,254,446,31,25,19,19,18
06059032020,3137,87,159,1311,1580,19,10,0,9,0,564,94,140,355,431,22,17,19,15,19
06059032022,3547,117,563,1262,1605,16,0,16,0,0,551,179,234,329,546,27,19,27,19,19
06059032027,3506,20,426,1746,1314,95,0,0,0,95,385,24,169,487,346,87,19,19,19,87
06059032028,2213,113,431,1225,444,20,9,0,11,0,375,87,158,388,206,22,13,14,18,14
06059032029,2226,50,152,1115,909,0,0,0,0,0,341,61,101,227,335,14,14,14,14,14
06059032030,1835,42,119,772,902,60,0,0,8,52,224,47,83,169,204,45,14,14,12,44
06059032031,1838,95,103,648,992,13,0,0,0,13,306,105,54,162,348,19,14,14,14,19
06059032032,1415,308,79,350,678,0,0,0,0,0,213,206,42,166,223,14,14,14,14,14
06059032033,2335,17,436,1536,346,1,0,1,0,0,510,27,153,541,143,8,14,8,14,14
06059032034,2661,58,117,1158,1328,0,0,0,0,0,274,90,84,198,265,19,19,19,19,19
06059032035,792,0,153,317,322,0,0,0,0,0,147,14,71,112,114,14,14,14,14,14
06059032036,1566,5,75,874,612,0,0,0,0,0,270,12,47,158,254,14,14,14,14,14
06059032037,1758,0,101,735,922,0,0,0,0,0,797,19,75,293,746,19,19,19,19,19
06059032038,3292,13,170,1212,1897,15,0,0,15,0,434,20,114,289,473,25,19,19,25,19
06059032039,3116,70,339,1085,1622,0,0,0,0,0,396,84,164,334,458,19,19,19,19,19
06059032040,950,35,78,376,461,0,0,0,0,0,139,50,41,92,140,14,14,14,14,14
06059032041,485,7,15,214,249,0,0,0,0,0,89,10,24,89,75,14,14,14,14,14
06059032042,3486,3,236,1143,2104,0,0,0,0,0,592,10,174,229,591,19,19,19,19,19
06059032043,1690,0,123,686,881,29,0,0,29,0,164,14,69,188,195,31,14,14,31,14
06059032044,2682,0,246,1101,1335,0,0,0,0,0,496,19,114,376,371,19,19,19,19,19
06059032045,1905,32,80,623,1170,0,0,0,0,0,342,34,47,116,342,14,14,14,14,14
06059032046,3091,42,53,1324,1672,33,0,0,33,0,563,47,46,392,497,48,19,19,48,19
06059032047,2900,14,799,1363,724,0,0,0,0,0,388,22,270,273,272,14,14,14,14,14
06059032048,2493,82,212,1103,1096,0,0,0,0,0,318,96,169,352,326,14,14,14,14,14
06059032049,5674,25,418,2902,2329,0,0,0,0,0,648,43,231,619,671,21,21,21,21,21
06059032050,2723,55,332,1348,988,0,0,0,0,0,330,52,115,347,228,14,14,14,14,14
06059032051,2756,0,922,1112,722,0,0,0,0,0,339,14,278,246,255,14,14,14,14,14
06059032053,4636,46,845,1939,1806,0,0,0,0,0,849,59,341,507,815,19,19,19,19,19
06059032054,2790,30,621,1421,718,0,0,0,0,0,540,52,203,384,405,19,19,19,19,19
06059032055,1917,66,329,1025,497,14,0,0,14,0,256,77,117,255,187,21,14,14,21,14
06059032057,3600,41,466,1576,1517,28,11,0,0,17,486,52,274,366,412,31,18,19,19,26
06059032058,3124,0,415,1516,1193,32,0,0,32,0,371,19,254,312,342,44,19,19,44,19
06059032059,3971,49,538,2086,1298,0,0,0,0,0,490,76,183,371,446,19,19,19,19,19
06059032061,2199,24,81,1439,655,0,0,0,0,0,554,28,56,480,329,19,19,19,19,19
06059032062,2024,0,21,1187,816,0,0,0,0,0,273,14,38,265,358,14,14,14,14,14
06059032063,3137,0,310,1889,938,0,0,0,0,0,481,19,212,509,363,19,19,19,19,19
06059032064,1582,0,128,1054,400,0,0,0,0,0,306,14,95,325,251,14,14,14,14,14
06059032065,2900,33,158,1370,1339,0,0,0,0,0,399,51,121,364,254,19,19,19,19,19
06059032066,3859,102,634,2029,1094,0,0,0,0,0,582,105,217,379,391,19,19,19,19,19
06059042106,930,0,67,473,390,0,0,0,0,0,219,14,37,162,178,14,14,14,14,14
06059042107,1761,35,348,791,587,4,0,0,4,0,248,53,135,238,192,7,14,14,7,14
06059042108,3303,137,565,2019,582,17,17,0,0,0,486,147,222,522,290,28,28,19,19,19
06059042109,2189,27,417,1129,616,0,0,0,0,0,332,30,156,251,288,14,14,14,14,14
06059042111,2579,0,182,963,1434,12,0,0,12,0,346,19,126,255,332,21,19,19,21,19
06059042112,3803,0,301,1213,2289,0,0,0,0,0,579,19,180,384,586,19,19,19,19,19
06059042113,1804,28,234,748,794,0,0,0,0,0,282,44,108,241,222,14,14,14,14,14
06059042114,2016,18,97,688,1213,0,0,0,0,0,380,30,62,205,283,14,14,14,14,14
06059042115,462,0,187,180,95,0,0,0,0,0,103,14,69,75,83,14,14,14,14,14
06059042116,3212,0,527,1955,730,36,0,0,36,0,681,19,161,653,282,43,19,19,43,19
06059042201,2950,223,580,837,1310,0,0,0,0,0,442,177,220,386,378,19,19,19,19,19
06059042203,4831,19,388,2007,2417,17,0,0,0,17,827,31,295,437,798,27,19,19,19,27
06059042205,2401,10,253,1331,807,0,0,0,0,0,442,18,151,345,375,19,19,19,19,19
06059042206,1503,8,242,490,763,17,0,0,0,17,223,13,122,132,213,28,14,14,14,28
06059042305,1704,0,269,594,841,15,0,10,0,5,265,14,143,175,249,17,14,15,14,8
06059042307,3350,50,238,1152,1910,32,0,0,0,32,484,62,148,377,462,51,19,19,19,51
06059042311,2845,53,260,1191,1341,0,0,0,0,0,432,74,155,365,406,19,19,19,19,19
06059042312,4386,126,334,1349,2577,119,12,0,73,34,642,138,191,570,403,127,19,19,116,59
06059042313,3348,73,943,1590,742,24,0,0,0,24,452,108,271,415,329,42,19,19,19,42
06059042315,3785,19,508,1885,1373,2,0,0,0,2,476,38,188,515,438,18,19,19,19,18
06059042317,1582,0,94,945,543,28,0,0,0,28,442,14,76,435,189,44,14,14,14,44
06059042319,1501,0,112,686,703,20,0,0,20,0,223,14,60,201,166,30,14,14,30,14
06059042320,3395,195,923,1968,309,47,47,0,0,0,538,156,275,524,158,78,78,19,19,19
06059042323,1966,0,551,880,535,0,0,0,0,0,396,14,206,314,256,14,14,14,14,14
06059042324,1939,221,345,1110,263,0,0,0,0,0,388,224,196,287,174,14,14,14,14,14
06059042325,2067,0,419,874,774,30,0,0,30,0,362,14,204,276,212,46,14,14,46,14
06059042326,2279,171,206,999,903,55,55,0,0,0,317,124,104,284,235,68,68,14,14,14
06059042327,2146,0,269,917,960,0,0,0,0,0,277,14,116,239,247,14,14,14,14,14
06059042328,1152,0,33,415,704,0,0,0,0,0,255,14,26,140,264,14,14,14,14,14
06059042329,1503,0,139,808,556,0,0,0,0,0,235,14,79,166,210,14,14,14,14,14
06059042330,3158,27,538,1163,1430,0,0,0,0,0,408,44,229,313,473,19,19,19,19,19
06059042331,2983,0,501,809,1673,0,0,0,0,0,630,19,215,281,748,19,19,19,19,19
06059042332,2627,31,589,1081,926,0,0,0,0,0,426,46,331,351,324,19,19,19,19,19
06059042333,2948,9,625,1098,1216,0,0,0,0,0,411,14,221,339,297,19,19,19,19,19
06059042334,2193,189,449,1181,374,0,0,0,0,0,384,204,211,345,192,14,14,14,14,14
06059042335,3035,21,536,1545,933,0,0,0,0,0,430,36,185,324,344,19,19,19,19,19
06059042336,2091,38,377,799,877,0,0,0,0,0,277,38,147,170,266,14,14,14,14,14
06059042337,1714,17,183,711,803,0,0,0,0,0,217,22,74,174,206,14,14,14,14,14
06059042338,2830,0,289,1332,1209,0,0,0,0,0,543,19,104,526,432,19,19,19,19,19
06059042339,1658,0,161,947,550,0,0,0,0,0,357,14,58,267,277,14,14,14,14,14
06059042340,1041,27,137,466,411,0,0,0,0,0,223,35,87,186,191,14,14,14,14,14
06059042341,3145,0,292,1609,1244,0,0,0,0,0,503,19,166,291,536,19,19,19,19,19
06059052408,2315,57,161,892,1205,0,0,0,0,0,416,68,101,323,378,19,19,19,19,19
06059052410,2708,0,256,1387,1065,0,0,0,0,0,397,19,137,320,370,19,19,19,19,19
06059052411,2646,13,119,666,1848,0,0,0,0,0,430,22,70,246,382,14,14,14,14,14
06059052415,1717,14,115,802,786,0,0,0,0,0,233,24,70,208,152,14,14,14,14,14
06059052416,2298,0,191,1166,941,16,0,0,0,16,364,14,101,367,238,25,14,14,14,25
06059052417,3344,28,173,1922,1221,0,0,0,0,0,795,33,95,755,340,19,19,19,19,19
06059052419,1589,50,181,794,564,7,0,0,0,7,299,42,81,301,130,10,14,14,14,10
